Fri Oct 2 2020,9:00p,Miami Heat,114,Los Angeles Lakers,124,Box Score,,,The Arena,
Sun Oct 4 2020,7:30p,Los Angeles Lakers,104,Miami Heat,115,Box Score,,,The Arena,
Tue Oct 6 2020,9:00p,Los Angeles Lakers,102,Miami Heat,96,Box Score,,,The Arena,
Fri Oct 9 2020,9:00p,Miami Heat,111,Los Angeles Lakers,108,Box Score,,,The Arena,
Sun Oct 11 2020,7:30p,Los Angeles Lakers,106,Miami Heat,93,Box Score,,,The Arena,
